id,city,country,street
2678,QYEFWDZGQOFDAMH,ROMANIA,RKQ
2679,LDLFGWKTQFXFLRX,ROMANIA,Y
2680,BEBUEB,ITALY,FDYZHYUFMFLRA
2681,V,ITALY,DCUIYMQJQADHZ
2682,TRTJHCTBZN,SPAIN,JVQT
2683,YBCPMAG,ROMANIA,YUWGU
2684,PKPGWKHAKOD,GERMANY,BNY
2685,"",AUSTRIA,FIDTFEOSISEE
2686,MFJYMDIYJZ,FRANCE,K
2687,GRXELZKHLRGZK,SPAIN,KVERPSFN
2688,YO,AUSTRIA,O
2689,VGR,ITALY,L
2690,JEHQL,SPAIN,KJKVJONXVL
2691,BXFXBIZZNVUH,PORTUGAL,XODIEBZDSGJI
2692,MZMDXY,FRANCE,K
2693,DHG,ROMANIA,FREMYKRLLSOQN
2694,"",AUSTRIA,LSP
2695,ZOGOSAWCFWKP,PORTUGAL,USVJMQ
2696,D,FRANCE,A
2697,RM,SPAIN,UMFCLDK
2698,ELZVDRZL,AUSTRIA,HFIDTXLYOJ
2699,SMSKU,HUNGARY,QYMUSKM
2700,CZEYPWBSLEXVZ,HUNGARY,LTRNSKRDZW
2701,UBPAU,GERMANY,WGHAAIRB
2702,UHIN,SPAIN,VSQJMRKBSJHWNI
2703,FXBUPGYRGFTDFC,PORTUGAL,ZZPUWBIANVN
2704,SY,AUSTRIA,X
2705,SOL,SPAIN,KA
2706,WUFKSNRTYTCO,HUNGARY,RSAPYGNPNAOF
2707,GWSASDQ,HUNGARY,MZEAGDYBKANIFB
2708,ZVHKBZZVE,AUSTRIA,N
2709,HWAK,HUNGARY,ZDXNQNBH
2710,"",ITALY,OT
2711,IDCTMNT,ROMANIA,TQSNV
2712,HDVMO,AUSTRIA,HCEFWNAQOWHW
2713,BB,GERMANY,WXIDDGWLR
2714,CPMMUL,PORTUGAL,NWBE
2715,HPHQGGOVAU,ROMANIA,ROWCPCGAAAK
2716,PNL,HUNGARY,AOLYZNYGBLYN
2717,DAMZAEGEG,AUSTRIA,WSMZUWS
2718,KWTNKXE,SPAIN,FTULZ
2719,GWWFVCOJLAZTH,SPAIN,FSNLOZJYSUAR
2720,TJISNKIQ,PORTUGAL,EUOAVUQQRYB
2721,TGQOAADIRQRB,AUSTRIA,DO
2722,GOXWX,ITALY,AFTSWUJEOEFY
2723,BWWOFE,AUSTRIA,XUWFREMHSXZ
2724,BO,ITALY,""
2725,VYQC,FRANCE,FCYGLE
2726,ZJLVZ,ITALY,""
2727,XRYK,AUSTRIA,J
2728,OHPBIELF,ITALY,DP
2729,QCUMAKORVQPW,FRANCE,BGVIHUQP
2730,DUXYGIBNLU,SPAIN,AGORVRKZEOFF
2731,ZNNOOPQQ,ROMANIA,EURAJXNM
2732,FZMCMGIHONEBJK,SPAIN,RV
2733,KJXQMTWW,FRANCE,PUP
2734,AGKLJOJM,HUNGARY,K
2735,ULKUYZDXU,GERMANY,UC
2736,HYVH,ROMANIA,XRL
2737,OBYEC,PORTUGAL,UHZGLECWPHJ
2738,HR,ROMANIA,LYPUICR
2739,IKGZ,ROMANIA,BVDTDAZBCTHNBB
2740,BUKS,ROMANIA,Y
2741,F,AUSTRIA,OFSVTPBRYJGIT
2742,AEUZJNBXUZUYL,ROMANIA,EUWJZI
2743,DSLEIZ,PORTUGAL,MBI
2744,EFQRZ,PORTUGAL,VVWTRBGKIEQS
2745,CRAUE,ROMANIA,OFO
2746,YJJJDM,SPAIN,NTZCRZTU
2747,FCVEGNNXF,AUSTRIA,XYA
2748,JKAJSW,FRANCE,OB
2749,SPJORUMQ,AUSTRIA,YHDSWCZWMNP
2750,FOXSOCR,AUSTRIA,LSPYKPZFTTKKCS
2751,G,SPAIN,NEQPXKD
2752,PVI,GERMANY,VH
2753,Z,ROMANIA,WNYMEMYWNAFX
2754,H,GERMANY,VDZFBPDTWKRTDI
2755,UUNBCJII,SPAIN,JOSUBRJMY
2756,"",ITALY,MNNS
2757,PODKLG,ROMANIA,ZFGV
2758,NW,HUNGARY,F
2759,WJDTGOUWANBVJ,SPAIN,HRDJF
2760,PKGWXBJFU,ITALY,ZDXPAMMCXA
2761,AWYOAJPWIEM,AUSTRIA,JEVC
2762,LWMF,AUSTRIA,LFPUCO
2763,KNLJRYEUMB,ROMANIA,LWEZVXQMJ
2764,FUT,ITALY,PYELU
2765,AVMQX,PORTUGAL,ZSSLSLBJOLDHE
2766,X,PORTUGAL,N
2767,DDGM,ITALY,UEIIWCAYOX
2768,PSCLMHNJNK,GERMANY,XAXWYVWTVMI
2769,MIQ,PORTUGAL,SPPHI
2770,OBMGJUIA,PORTUGAL,CVOGG
2771,DR,HUNGARY,YPJWDKPZFG
2772,AWNFB,GERMANY,""
2773,YSYDLXO,SPAIN,FX
2774,XZDUIIHWYB,ITALY,M
2775,PD,HUNGARY,IUP
2776,QMU,HUNGARY,""
2777,HNYVQHLHJHQKANH,SPAIN,UKRF
2778,"",FRANCE,""
2779,TRRGEZGUIVSYUZF,ROMANIA,MVVJOOLMVVV
2780,QXMDUVZYGGU,HUNGARY,CLQAFJSWYPVHX
2781,PIDKTUVVX,GERMANY,UFKWCMSQHQB
2782,TNFVACNEN,ROMANIA,LEUSDCENMBUKTKP
2783,XUUU,ITALY,YTSIYEHILJAV
2784,SESMYDMCZ,FRANCE,HIXV
2785,HPKBULOFA,PORTUGAL,AG
2786,JZARGRMHMJGFWL,ITALY,JQFEUXWM
2787,TVKC,AUSTRIA,W
2788,PJSLOXAK,FRANCE,WNTUUODMV
2789,EQUXJGV,ITALY,XBLVCOFA
2790,WBRSICSISS,ROMANIA,ISGHCAQIRWJSEZI
2791,LVCYLQSLSBIGZ,ROMANIA,WP
2792,AXZFD,GERMANY,E
2793,IFVK,ROMANIA,DIMNGNNDHNTNR
2794,CPXVQADMOKV,HUNGARY,EALG
2795,VZJVPKPTLM,SPAIN,HOIGKBXTTDR
2796,"",SPAIN,NIDSZJQMN
2797,R,FRANCE,X
2798,EVICEXNRE,HUNGARY,H
2799,TLHNQG,GERMANY,MCHMPFCRUGCHZA
2800,CEPBRQD,SPAIN,QKTIJDWW
2801,EPBCGNSEFHD,FRANCE,COZWRVAEXOG
2802,XZFIXFYMWF,AUSTRIA,FNP
2803,UKJ,HUNGARY,FSJHXPEQGWJ
2804,MANKQAN,ITALY,IG
2805,GKRANIMDJ,PORTUGAL,UIDY
2806,LOF,PORTUGAL,MSQPY
2807,NXIRKPCNV,ITALY,DQB
2808,PJLCBFN,ROMANIA,YB
2809,UKJVZ,SPAIN,HTAPYHHE
2810,"",ROMANIA,YJAAZ
2811,ABMJPUBALMYJ,HUNGARY,TIXSZ
2812,FDSMGQXEL,FRANCE,FIWTCNLRYXC
2813,HPYDPWTBCFB,PORTUGAL,M
2814,TF,GERMANY,LSWJXEG
2815,RORMPZ,AUSTRIA,FMQRII
2816,YCDECALSX,PORTUGAL,O
2817,YCXMWHIVZCC,AUSTRIA,QY
2818,PCDYLJK,PORTUGAL,QIACNXUU
2819,EFXCAALIKTZDB,SPAIN,LLSVFSRKVGN
2820,LRB,GERMANY,IUQZ
2821,W,HUNGARY,IGHMRVW
2822,JAL,AUSTRIA,MQIBUXUMDJDQQWJ
2823,UNMN,ROMANIA,MJACV
2824,ICS,PORTUGAL,ENWFANFPYEU
2825,OWZSIQNLVB,HUNGARY,R
2826,HCCCAVCTWP,ROMANIA,QNNLVYYDXE
2827,CEMNAYYWQ,AUSTRIA,XHMTYCQKFDH
2828,USIHEBZFXXVJKA,ROMANIA,EVWSZEUW
2829,FVM,GERMANY,PZHLUYV
2830,OROORSIXHF,ROMANIA,HMM
2831,QQQHASVZIN,GERMANY,XQQNJYRZJTNSAN
2832,G,HUNGARY,FXCNSVBMIVU
2833,CKKBXEBOUY,PORTUGAL,URO
2834,RWV,AUSTRIA,XFG
2835,YVNRIQOYRDDZXV,AUSTRIA,""
2836,VNOXSKVAXGB,AUSTRIA,CFIIVRWH
2837,G,AUSTRIA,JZSCQJEUUWK
2838,AXMGQ,PORTUGAL,LDGDAVGTLE
2839,OYRLYSN,GERMANY,OQEHHNXTXHFY
2840,SBXTTEHSB,FRANCE,DLMZH
2841,KRRVTV,GERMANY,JFKLS
2842,YEBGX,SPAIN,MYHKQYRGMRLLNRQ
2843,DALWXHPU,AUSTRIA,SZH
2844,PN,SPAIN,BGIHAKDQUNS
2845,JBAPQLOGUW,SPAIN,NEGYJXKLDY
2846,HUDPKXD,FRANCE,OSN
2847,FFWVHBJQZAR,GERMANY,WJIOG
2848,GYANADJFH,PORTUGAL,MJQCOKGTGTERBK
2849,CJ,ROMANIA,THEWWSZ
2850,JXKT,FRANCE,W
2851,AJNLCBAPDTZI,FRANCE,IJOZIFOHAW
2852,HTDICELNFB,HUNGARY,TRZUFIJULPA
2853,VJXCZJLUXCFN,PORTUGAL,XEZRJGOGSO
2854,TUQJWUI,GERMANY,I
2855,RR,HUNGARY,FHRQUREFCRHCPE
2856,LGVXSFOCFRO,GERMANY,JRAVRWXY
2857,PQALKPM,ROMANIA,IZFAFGXNC
2858,GYNVUXJVAAT,SPAIN,WXYFNHT
2859,MVGQJTSMDY,ROMANIA,LAHRDVBGMFXNN
2860,ADFWJKBYB,PORTUGAL,DU
2861,GNID,SPAIN,JJEDUPIALFGKCV
2862,MESN,FRANCE,KTZDTLK
2863,MXHRRYUERZ,SPAIN,ORTJTBP
2864,GZK,FRANCE,HXNVMAG
2865,SADXMIQVAVFW,ROMANIA,EFHOCMPDCKAZV
2866,JXYARZARFUBK,PORTUGAL,EJRG
2867,WAQAQYRW,ROMANIA,DVIIY
2868,OS,ITALY,ES
2869,DETNJOPARPH,HUNGARY,FTMVLPHR
2870,BHHMFVQTGRLKY,PORTUGAL,UBPLBDZZ
2871,KRHE,PORTUGAL,DKBSHRKANKFSV
2872,WSFH,HUNGARY,EUSR
2873,I,ITALY,XPTYETNZBZYKL
2874,NTTNA,SPAIN,JFHZDC
2875,DAPON,AUSTRIA,WFNKUWVKFLWC
2876,LWYK,FRANCE,JORGV
2877,KDDEEAMCFGRB,ROMANIA,FTQXFO
2878,FVLJCVJYYW,FRANCE,BWFHSFWDC
2879,CMB,ITALY,IDXBHVFIISQMO
2880,O,AUSTRIA,NFYXUFCS
2881,O,GERMANY,XPCQUBL
2882,ZTEV,ITALY,HAZ
2883,BZNYWULWZE,GERMANY,HGT
2884,TJNDJJRLQM,HUNGARY,ZKZCNWW
2885,XOHCEG,PORTUGAL,JMXAIKLKTC
2886,PWOGJ,ITALY,KFRNGJQXXDANAQM
2887,OGGRMAU,HUNGARY,QAF
2888,MOOWDMRLIIRR,HUNGARY,UGIXT
2889,AN,GERMANY,IKJFZRYDDEUB
2890,OMCGRUNNBRJ,ITALY,ACZKUBWSEPQH
2891,D,HUNGARY,XLYFA
2892,YSSAFYRYU,GERMANY,RWZXPORYBG
2893,PSX,PORTUGAL,TGCHORHWAN
2894,JGEXVSCGH,FRANCE,ENOWVLA
2895,R,SPAIN,XPXRRJSXGC
2896,"",GERMANY,BK
2897,HVCVWUJ,GERMANY,P
2898,"",AUSTRIA,NKGJGJZZZXIM
2899,RAKNB,GERMANY,EIB
2900,NIHHIMDSDNK,FRANCE,KPWCVSG
2901,J,AUSTRIA,MJLU
2902,WXCXSVUIZJJWJW,HUNGARY,UJWOILFTQFG
2903,UPGRHMWO,AUSTRIA,MZPJN
2904,AXUXDIJ,FRANCE,MYQWHVWIPMUD
2905,GNAG,PORTUGAL,WEJBKRODXVAH
2906,CNMPXLMBYQ,FRANCE,WNLLWSNG
2907,FGHAEABO,GERMANY,YIYBTMUSVEYH
2908,MQDTNVZZHHZVC,ITALY,WUCIPHLU
2909,KACEDRTHVAVR,GERMANY,TLEWCPK
2910,DOQNOYV,FRANCE,QJVUMUOVTIWTA
2911,ZSDAXYVQLJWXA,SPAIN,GBX
2912,OYGBZNJGUO,ITALY,XUPCMPBB
2913,Y,ITALY,RTPS
2914,ANBTRAR,ITALY,TZCRCGBLNF
2915,SDEQQO,ROMANIA,QHJQEAYF
2916,FEHZWYYJ,SPAIN,IIWYOLPCPF
2917,N,HUNGARY,MIW
2918,EYZHNZO,GERMANY,UKN
2919,KFZSRGIDTAQ,GERMANY,P
2920,RCMCYALKUVAOCV,PORTUGAL,KMRNYYUBAU
2921,MVYZJCWJYMGLSN,AUSTRIA,PBA
2922,"",PORTUGAL,KVRAVG
2923,SCTXYICGKA,AUSTRIA,GZCPGMCXVFWY
2924,VARHS,HUNGARY,HTLSCMH
2925,HEMZASX,PORTUGAL,QHUIAJCIF
2926,YYKL,GERMANY,M
2927,"",ROMANIA,QBBZ
2928,ABOEFUHXCZIZGER,ROMANIA,HXQDPYNOXZ
2929,YDWCRWZPWPBFUYC,HUNGARY,S
2930,OOZENK,ITALY,TEZELXSXOZ
2931,GNSHSUQNC,HUNGARY,MYVEJCOTHCTHS
2932,YYUOSQTI,ROMANIA,QYRM
2933,BFQADUQGXD,ITALY,V
2934,LQLDO,PORTUGAL,XRFGNQV
2935,XOHDHSQCQVAV,AUSTRIA,GHITZALZ
2936,W,HUNGARY,HUULBVYPBTAKGZU
2937,RJWESY,SPAIN,CUHKLNVICLSX
2938,DCYKC,AUSTRIA,EYIPWFSZ
2939,GJFPPGGTTXKC,PORTUGAL,MRNSK
2940,QLPVX,ITALY,ONZUILICINT
2941,DICF,HUNGARY,GELQO
2942,IBEOCWGRFIOIXL,ROMANIA,PSROYBGWPMXU
2943,GOZZKDQU,PORTUGAL,OBYCSFSUJVC
2944,ZESEWLKRVTRSZH,PORTUGAL,JPSA
2945,XDSAOEEUQ,SPAIN,RUVSQ
2946,IFHDXTKEEVDOHW,AUSTRIA,KXLNIVPXQB
2947,UEHVSFD,ITALY,O
2948,VQUOVSBRYWU,SPAIN,XLWQRI
2949,XRPISYICXWBJ,PORTUGAL,KYSAD
2950,TDOOFLH,HUNGARY,NYKZJMGYPGGKYNJ
2951,NATVR,ROMANIA,UGFGPSWUVER
2952,YMQCUSVSCSSU,SPAIN,TH
2953,YXRDRMHKUZV,AUSTRIA,""
2954,RBAOYMW,PORTUGAL,RJHCRK
2955,"",ITALY,OHPQHXIWV
2956,BDRXFVRCTMK,HUNGARY,VFPOQIETJJL
2957,CTREED,AUSTRIA,JEWZRIPYASG
2958,MKNY,AUSTRIA,E
2959,K,HUNGARY,UGCM
2960,XFSW,PORTUGAL,YWV
2961,PTMAWOX,AUSTRIA,VGYHRVGIHV
2962,BVJJCMHHJBWWOI,PORTUGAL,GMB
2963,BDPOO,HUNGARY,KMLYFGQERXP
2964,ORWLDADFA,ITALY,ASWGLKJKMIVTIO
2965,MSJJBZIQSK,HUNGARY,EWBIQVFRDC
2966,WUKUASJEHHBOX,GERMANY,PAZCZB
2967,PHSA,HUNGARY,XQAGWKMEME
2968,ICQQ,PORTUGAL,DCSJLS
2969,KGXNJUBDVVDUJ,HUNGARY,PGQSSNXOKNV
2970,BW,FRANCE,LH
2971,PUORL,PORTUGAL,DZSAUN
2972,XLZDXD,GERMANY,JKGMORWEHUM
2973,WJLM,ROMANIA,BUMPFET
2974,LKRENENEVQ,PORTUGAL,PPHBCKQJLERQQ
2975,BMAGL,FRANCE,BRDUJ
2976,KZFIVXIDGPAKIF,HUNGARY,ON
2977,PBEOBIOVWUP,HUNGARY,JDEME
2978,IOVIKRRRQ,AUSTRIA,KMYODUQRAMJ
2979,RFBIF,GERMANY,NZATEY
2980,PKCMXPMSW,FRANCE,ZMSNWPHSJQD
2981,G,HUNGARY,BYMKJYQMHU
2982,ISOWLJLRET,GERMANY,PESTKB
2983,CIXPDBSR,SPAIN,LSQXQBAJSYQ
2984,RQHIARIMDYP,AUSTRIA,YUL
2985,ARIAV,FRANCE,V
2986,GIXPTRMTUOSDDYR,GERMANY,FNQYC
2987,CJOATLMJWZQGIU,SPAIN,USCYWK
2988,B,HUNGARY,FWVLPMXRVBZTU
2989,"",AUSTRIA,PBPWDPFQLUYROJ
2990,B,ROMANIA,HKGHNPLNU
2991,TXFWMIOIKABU,GERMANY,QQLXXDCFHZV
2992,TFRHKYVE,ROMANIA,QMXKXOAPFODEIG
2993,WXZMLLBCW,FRANCE,YUUVADMRPNYU
2994,MSKVSSBULPUP,ITALY,HEBIYKDRVI
2995,IXNAKE,HUNGARY,EA
2996,"",SPAIN,QJYGBKXFMM
2997,UEVDUKP,FRANCE,ERMUONMRXE
2998,DPEYCC,ITALY,UYMG
2999,XIBEXNC,FRANCE,PGEF
3000,KQO,ROMANIA,AYZCFKBUWTBAQR
3001,VEQHSNTHJRX,ROMANIA,JMOGIZ
3002,ZZUOLHQCTJAHZAN,FRANCE,SPNCNXTWQAUL
3003,LBEZUTPYVG,ROMANIA,QOEZXYB
3004,VBE,FRANCE,RQ
3005,HDHZKO,AUSTRIA,VSOQLAFN
3006,LICFSSNINM,ITALY,BTJNINKM
3007,R,HUNGARY,PGOG
3008,ESCXKEVJL,ITALY,L
3009,CSKOZVWEBPBO,ITALY,GMHJ
3010,ZU,HUNGARY,NUMFXF
3011,NIRO,AUSTRIA,PSNMZXHNMBO
3012,YDXHSQMM,PORTUGAL,FDOJHD
3013,AOOWMICZR,ITALY,OPQBCDIB
3014,G,HUNGARY,ECTZYF
3015,UPYARMNZIY,PORTUGAL,S
3016,OGTFWQ,GERMANY,WYJDHNWG
3017,MTIXWLURNGMH,FRANCE,QDLXQ
3018,K,SPAIN,""
3019,FSQLMQEV,PORTUGAL,CBWQRYXGGCGDBI
3020,PNH,GERMANY,TCE
3021,MQLJDFC,PORTUGAL,NCHVMZNRFMM
3022,H,AUSTRIA,TDQKNAK
3023,HQHAOSMNMWSH,ROMANIA,JFMIJ
3024,KTKDA,HUNGARY,OFWXMBOZQ
3025,CJSRICQWHYEUW,AUSTRIA,EQO
3026,IRWKNWCEA,FRANCE,ZHASOFWYGDD
3027,GAO,FRANCE,XARHVRQ
3028,GU,ITALY,WJHMVJQRZELD
3029,FKNNKCNBZA,ROMANIA,THOGQLFSIXKF
3030,NLQDVKN,FRANCE,KENMLKCW
3031,GRYLDCVXXIAWH,ITALY,ZUIB
3032,FIRKLYBRHMOS,AUSTRIA,OZHOXGZOZH
3033,VP,FRANCE,USUICAR
3034,ZCFYZNSUMARBX,HUNGARY,NRJ
3035,PCMYTNLVAKVB,SPAIN,SWPSZLWD
3036,TEXVTPKVCAN,ROMANIA,A
3037,MH,GERMANY,XOSL
3038,QGTFCVYOM,PORTUGAL,L
3039,NJAJCJIPYASK,SPAIN,FFAIMW
3040,LPANXXVK,SPAIN,CRB
3041,BYFJUOZLPUHKKZ,ROMANIA,PMPTE
3042,JOKAMWJ,FRANCE,SSIGWVNPAQL
3043,NHRVRP,HUNGARY,C
3044,ODGF,FRANCE,BVHDKZJSFE
3045,NVS,GERMANY,VO
3046,MAEOHNLBEGQOL,PORTUGAL,EYVQIVKDZHZMQR
3047,HEALGCIVYWP,PORTUGAL,YEUUFWRUX
3048,RCMT,ROMANIA,LUYAG
3049,RSDHCSKFDCN,HUNGARY,E
3050,VOYHIWVIZ,FRANCE,RWPOZANKTELIUF
3051,TBMCPVXA,FRANCE,UB
3052,WLULIDIKWCD,SPAIN,GZHGLQNPFEY
3053,WPIVQGZ,ROMANIA,QOAHUD
3054,I,ROMANIA,""
3055,FCSSXZEDE,GERMANY,ON
3056,NMJFSRLBWJDTNC,AUSTRIA,E
3057,QENRSGJYJVIRX,ITALY,HT
3058,KFJSQYXPAHMG,AUSTRIA,W
3059,Z,GERMANY,BGIJOFPDLDGA
3060,TTABZSW,HUNGARY,OAJPSQLDNU
3061,V,GERMANY,MKBAOVMJATESCZ
3062,UWAVXMBUOTM,PORTUGAL,CXMQHZD
3063,WKTEWFFEY,GERMANY,BCVDTOYGFMJZJ
3064,GVIQQFFGHP,FRANCE,ZXF
3065,LMDDNLYWL,SPAIN,TR
3066,A,ROMANIA,TTINAW
3067,M,SPAIN,J
3068,OHLEMTSGXG,GERMANY,LEYVLQ
3069,SX,ITALY,FEOQZLIMHCVZCFR
3070,PXGBTFLCDLUTMG,ITALY,DIV
3071,QT,SPAIN,DTBEB
3072,OXRHAYWB,FRANCE,""
3073,MBWUQQWXVCGKY,AUSTRIA,FSZSKJISFQDLP
3074,PRUWWAHS,HUNGARY,FB
3075,TYYNHLT,PORTUGAL,S
3076,PUFLISVNHLZZG,AUSTRIA,PYNMSDVSZ
3077,DXUBAXBS,ROMANIA,G
3078,UECFYSWDECR,ITALY,VADOF
3079,ITLRXTY,PORTUGAL,ADCJ
3080,VZXZTPMKVOTP,ROMANIA,""
3081,VIDANTPBBAJKM,PORTUGAL,CKSQ
3082,H,AUSTRIA,AYOJLPBAUJ
3083,LBWFFZBGRIYKU,GERMANY,ISK
3084,VKXNCBJWUDYKETN,FRANCE,CRSAVQWSHM
3085,ULSSEOY,ROMANIA,N
3086,QRLSJ,AUSTRIA,""
3087,ZJSIITN,HUNGARY,CWI
3088,RGPDLKV,AUSTRIA,EGQCQANVT
3089,NXKRXRMKVO,PORTUGAL,CNGP
3090,R,ROMANIA,UAKFGGQGK
3091,OAQLVUXCAENP,ROMANIA,MIOJMGUGBJCNJC
3092,CBPVTNEB,GERMANY,EKBVMJ
3093,XSTZY,HUNGARY,SZYD
3094,KDHLBLLLPHFD,HUNGARY,YJ
3095,GITKPJSIOERNIU,HUNGARY,OZDASPDHMPAE
3096,UGJOCTJAHAYYW,SPAIN,VXPDJFZEUK
3097,UIMCQN,PORTUGAL,RZTPUAZKNY
3098,YZV,ROMANIA,KDJIH
3099,EROIGFLSXWUY,GERMANY,PWCTJCOXQO
3100,"",PORTUGAL,CIO
3101,CWURKGELYJ,FRANCE,EH
3102,HFGWGQIJ,ITALY,SPJJD
3103,W,ROMANIA,SGCNUKMBXVXF
3104,QPZWE,ITALY,QLWFGSKQNUYCQU
3105,JIWNBGLE,FRANCE,OE
3106,QQGHKPGOMTHRUJ,FRANCE,SLZVRXHPSIW
3107,JVJFETAM,ITALY,XKGQG
3108,MNKXJPKIVHEN,FRANCE,YQEMPWPGRKYCU
3109,FPV,ROMANIA,BGKRP
3110,DOIRTI,SPAIN,CEVFATXOGTUR
3111,KNDVLMTNHRVS,AUSTRIA,DIUCHCHFR
3112,SMWTNPJEAR,FRANCE,CBMCQ
3113,DRISEEF,GERMANY,QPUUTSKWE
3114,KXSBKDTEMIS,GERMANY,YANPAWPWEOOW
3115,WRLWCQLJTPXR,PORTUGAL,""
3116,GIRSAAJKU,PORTUGAL,OUPH
3117,RDBC,ROMANIA,FWUCXGHGFPWE
3118,KF,AUSTRIA,NIDBIVCOLPO
3119,ZHLG,SPAIN,MI
3120,GMTJFTLED,ROMANIA,ZU
3121,"",PORTUGAL,R
3122,VWGEDPZRKR,GERMANY,JSISTEH
3123,"",ITALY,YBMRHBKY
3124,XIWYHVJTDYPUMO,FRANCE,IAVVOPFLJNE
3125,WZXWMHZV,GERMANY,HTKCIPBPA
3126,TVIKDHH,AUSTRIA,NPBARSUL
3127,ROBYTEVPLVDC,AUSTRIA,HTRE
3128,VVZSAJAVUAQDVC,ROMANIA,JBJQNSXCJT
3129,ZW,ROMANIA,EBDO
3130,WYRE,ROMANIA,HKH
3131,ZWKNWFOEB,ITALY,JYQOYIYOYABAM
3132,S,ROMANIA,B
3133,NOAEUBZDQRPD,ROMANIA,VIYAAD
3134,GNVL,ROMANIA,O
3135,LHP,PORTUGAL,CBOFZLYBVJY
3136,PLXRINOMF,GERMANY,ZRSDHZFFLKVK
3137,RGNN,AUSTRIA,""
3138,GHT,AUSTRIA,AACC
3139,NMBSUYW,SPAIN,EAEWBBVRON
3140,OXOSUUQW,HUNGARY,QHKMEAWGDXDPKG
3141,CTNJIWVCG,ITALY,YZAROONOUCBP
3142,MKFF,PORTUGAL,Z
3143,"",PORTUGAL,BLFQ
3144,QARYPF,SPAIN,""
3145,LKBPQBAQKQARD,ROMANIA,SFDFGIPMBHC
3146,HCHYAUTMUHG,GERMANY,ZITWARUNSN
3147,"",ITALY,VMDOTOWBTUXSNH
3148,CTE,AUSTRIA,RVWVW
3149,MDJQCTVMEK,FRANCE,TIN
3150,GEDZ,HUNGARY,TSZHC
3151,WNKVGKEQMUAA,ROMANIA,E
3152,QT,FRANCE,RMZCROWQQ
3153,RYUPMFRPIK,FRANCE,""
3154,HRVH,GERMANY,OFP
3155,UKYEBVQT,SPAIN,HMOMTOBFEBL
3156,KHQSOLJIPRN,SPAIN,QQXGKOBREWHR
3157,XLCSBSOODDH,SPAIN,YEBZCHZ
3158,QOG,AUSTRIA,JXKXGKWWVDD
3159,NGSEBHVHOZ,ITALY,""
3160,CIMADXYSOQD,GERMANY,LTGIURVRBROT
3161,SK,ITALY,WOZDIC
3162,CWHEGI,ROMANIA,BCBQWQK
3163,OAYGUIRZ,HUNGARY,CFRQODKO
3164,K,HUNGARY,ACFK
3165,OVPKXOQQGOC,GERMANY,JZHK
3166,PZDRIOXHYNIXNL,FRANCE,DFSCBVHBR
3167,KQ,PORTUGAL,CNHHWQJIEXRQQ
3168,PVFHAYSFV,FRANCE,HV
3169,FHLEOAMDSBQE,AUSTRIA,FJL
3170,EFUY,AUSTRIA,TTPLWWHRANFZKY
3171,AJUOSDKK,HUNGARY,FNWXNTORCOGE
3172,JEYDTSIZP,AUSTRIA,FZXAXODKY
3173,EFRME,FRANCE,FZJSFXAPHRA
3174,KQUQJXJ,GERMANY,OINEECIF
3175,"",GERMANY,LKTOGEPOKANRTWF
3176,LIPI,SPAIN,HYYXMXZMHSHLKR
3177,KYLLOHYWPQ,ROMANIA,ON
3178,GOUI,ITALY,TTYCMCERQYFKIAX
3179,QKZSTH,ROMANIA,YJBIN
3180,QNWUDYHOCC,PORTUGAL,LQOBOK
3181,PFLYVKOZRTR,FRANCE,KNPUZMFACPR
3182,R,GERMANY,IONXSUBHVXDD
3183,KR,PORTUGAL,BHXQJNBO
3184,YEWAHRUK,HUNGARY,LCKIQFKEWBIWNOE
3185,EGCME,GERMANY,JIZYVTTZTONY
3186,GU,FRANCE,PJUUCAIIHIS
3187,BBZGQZRLVUXGPJ,AUSTRIA,RJCVLKZUBZK
3188,VEWB,ROMANIA,QQDQXRNG
3189,HSXEWQTEAU,PORTUGAL,YSLRIICCC
3190,IJL,FRANCE,XLQSVV
3191,"",ITALY,FRDSYT
3192,TXVYDWXFYXGKSU,SPAIN,DPIRBERF
3193,XXTVQPVJ,PORTUGAL,VLQEAYQ
3194,ZAL,AUSTRIA,EAEHRJGWPI
3195,RMSYXAJN,ROMANIA,AF
3196,SBHSAXZXKWWUNX,SPAIN,TLYTZIHZFSZXY
3197,GUWVVBKS,ROMANIA,KJWATMBOOF
3198,VO,FRANCE,LP
3199,UEOINOI,PORTUGAL,QFPYMRPIAY
3200,IOSWAYC,ITALY,PYQGWM
3201,ZLLVKLHWWJ,PORTUGAL,IRVYRNDFAT
3202,MLI,PORTUGAL,QSOCFJYJZUKH
3203,RNYD,ROMANIA,TQNIBZ
3204,XT,ITALY,FBKT
3205,SZYUPUFZTTXPNS,AUSTRIA,LGMAUYHGVBKZF
3206,RIAGEFKILZ,AUSTRIA,YAQCPRNSPTV
3207,ZZGMP,ROMANIA,FWVB
3208,FWRU,GERMANY,IQVYLX
3209,ASOBTT,AUSTRIA,H
3210,ETYZ,ROMANIA,EI
3211,HFPZY,AUSTRIA,OIEWOFIIC
3212,RQGNG,HUNGARY,XJA
3213,WWAXQIOOMSBG,ITALY,KHTJVZ
3214,ZK,AUSTRIA,PXWBCOCBBKNBHS
3215,CWMLLFBEBQ,GERMANY,SQHR
3216,WAMR,FRANCE,IBMMCCBCNWOV
3217,TTBDDNNFKCJ,ROMANIA,IGBMOKWLOFJ
3218,V,ITALY,SUFBBSSAKM
3219,D,PORTUGAL,VF
